287
degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
false,a289b3458940aa6d478ad0ffd862da70889c11ee,2554,80,false,1,1,1,1,1,2,0,1,9,5
false,a2f848f250401fdcb5a0687a72ff856bdd196df8,2102,342,true,1,2,1,79,10,89,69,4,17,2
false,a382917f7f5b502d72277de9a29b3fcca67209ca,337,128,true,1,3,1,15,1,16,14,3,13,6
false,a391ff3fe2cf3bbd9aa9afa7b2810df2b0b47d28,2527,95,false,2,2,1,7,4,11,3,2,10,4
false,a3a5a40fcea53384554d7a8ada08ef7bb021bf1d,343,104,true,2,4,1,136,9,145,127,4,15,2
false,a49ff764b7587662c95038fdac5b09548aefbcfa,2543,93,false,4,4,1,11,47,58,-36,7,14,6
false,a4a3a9a6517a8305d1b9c3d327a6cca349c8b338,330,164,true,2,2,1,30,5,35,25,4,13,5
false,a4bf277c9249a875d392ac1627ea0829d8a07972,2267,293,true,1,1,1,1,0,1,1,1,10,2
false,a53591f030b87b5d1552e567226705020dee2a62,2524,96,true,1,4,1,70,12,82,58,10,11,3
false,a5b34d75fa82d7d522ff8516f4cbb3082d9ed587,2417,159,false,6,7,1,68,176,244,-108,18,17,3
false,a60ef4f9e00059029a4753ea06b30b9c61c055f9,347,92,false,1,3,1,14,10,24,4,6,16,7
false,a72165363000a23ae280fc6544648670f865a4e5,2064,354,false,1,1,1,27,10,37,17,4,10,4
false,a76a478911fc213d9ec979f0e719bd80a936a420,2086,353,false,2,8,1,50,29,79,21,16,21,5
false,a93748195009a096c7b2e09292ca67b669d7e4a4,2143,326,false,2,2,1,5,12,17,-7,5,9,4
false,a9e56e1e8d75ac87a5db4a55dadb52de7d90f770,122,296,true,1,2,1,29,3,32,26,3,18,6
false,abdcf847326aa04a34883df2f7a1024a64378e81,2091,352,false,1,5,1,90,216,306,-126,10,10,6
false,abe3beb18c2b2c595d4e86b970c0a9a774cd1acc,2284,282,false,1,1,1,1,1,2,0,1,15,6
false,ae7ce56448d69e43bc0b65a698d15ea09f308eab,271,329,false,1,13,1,64,159,223,-95,27,23,7
false,af05b3d68ca8b8021db8e205d39557782eb68a7b,2859,104,true,1,1,1,3,3,6,0,1,10,2
false,af6e5eda6337c85d2de13e54a45ac29309b9eb07,2288,271,false,1,1,1,3,3,6,0,3,12,3
false,af899fcb44e50b6f8b8bab3391cac8c6e820a444,2092,352,false,3,9,1,40,21,61,19,16,15,6
false,b011396f6fc26805ec06d1e5f48cb46392918bcb,2723,27,false,8,21,1,163,116,279,47,75,9,2
false,b02409742d444dc27601bdd3f001b6e2ac906a1c,2289,271,false,1,1,1,3,3,6,0,3,12,3
false,b0dea0e69965dfcbc4b8a6a786c7c6bee06c36a3,2605,61,false,1,1,1,2,1,3,1,1,14,3
false,b265829c9ef1de0e1840567c95bb3fca9a962fcf,2605,61,false,1,1,1,14,10,24,4,7,15,3
false,b2d13b27676e332dede4004fdcff7df313f2e9de,2417,159,false,9,16,1,267,531,798,-264,52,18,3
false,b30b7a2e18db00752b7d043e77d1be1599fee4e9,2720,33,false,1,1,1,1,1,2,0,1,17,3
false,b3e922c76e6705c46f84dc4d8258ba3906379a4b,2866,58,false,1,1,1,4,3,7,1,2,7,6
false,b4a864b0963303d7338a716355ae4401f8f4d122,2422,158,false,4,8,1,87,205,292,-118,23,10,4
false,b4b451b8676a3e623d71567387fbfe590d1f0868,287,296,false,7,10,1,80,50,130,30,17,12,6
false,b5cb9887fecad4815849eca22441521ee35669e1,2176,310,true,2,4,1,54,12,66,42,5,16,6
false,b6db8d97761bcc640d2e03500ffd283c833c21db,2652,53,false,1,1,1,4,4,8,0,1,11,4
false,b83f743b9d34b06bd24d14cabf48d7fc4c246c00,2297,265,false,3,10,1,137,21,158,116,12,11,2
false,bc2fa6a05f531c21c677cbf839cfbf8815e9a1b1,2090,352,false,1,2,1,27,2,29,25,3,9,6
false,bdbc86afd33a1ea0db5a98039067a7f6a9130f83,2705,38,false,1,1,1,46,13,59,33,5,15,5
false,bf43914fd7f0ed5ff57a56a82420cda76d3cbaee,132,244,true,2,3,1,25,24,49,1,13,11,2
false,bfcd615e89241fa6a12886d86180cb74fb15a3c9,2249,298,false,1,1,1,14,14,28,0,14,11,4
false,c1c1f79408052235339c8696a8c3564caac8a111,346,96,true,1,2,1,74,48,122,26,3,16,3
false,c1c43497f5d0081b13bd744fa46e2bc0313bb493,274,317,false,1,1,1,1,1,2,0,1,11,6
false,c2b49a6cb0748664119c2279e5556d3874ced59b,2526,95,true,2,2,1,6,2,8,4,2,23,3
false,c2e12216f38b4bd0517aff239f67e9925ac5a106,354,53,true,1,2,1,226,12,238,214,3,23,3
