degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
2,5ddd7cee90d5b59ebacdc3da6a25f548646eddad,941,7,true,1,2,1,11,0,11,11,3,11,5
2,5e4169802f407114aa18d1b4265bf5231673b20b,3554,7,false,1,1,1,4,2,6,2,4,11,4
2,5e5df6bd09b30b11deb2d8ee7b12b949636cbdb2,3535,4,false,1,1,1,6,1,7,5,2,23,5
2,5ef30b6d8b55441fddc8ddfdd24251f378e24e60,899,0,false,1,1,1,30,5,35,25,5,20,4
2,5f363e8adeef9ddd118e6906e2848ce0a0b049c7,869,5,false,2,3,1,53,32,85,21,8,11,6
2,62ebe88981ab42b28eafad89586307e0c249f00a,1084,6,false,1,1,1,20,11,31,9,3,15,4
2,64c3f58279809141a851becba445a20badc8a610,1072,19,false,2,3,1,97,27,124,70,5,20,5
2,65b522a2a75c78c977a65e15663509509b5f12e0,3599,18,false,2,17,1,1822,907,2729,915,45,19,4
2,67919841467360415308ceb64e0b6d88ed5168bc,3541,4,true,1,1,1,7,28,35,-21,8,9,6
2,68670ba19506f2f3ef24181ecc4fbb4961c7d8a8,0,8,false,1,3,1,47,16,63,31,11,13,1
2,68b616728a08b78f3af77f288f103c1cb0ba2c9c,997,4,true,1,8,1,30,6,36,24,8,10,4
2,69a36b8beab76ad176a20554d692e89d62f8919b,1085,5,false,1,1,1,1,1,2,0,1,6,5
2,6a2f340ec0187ba68eee869863357b74b6e8c6bf,5,4,false,1,1,1,22,10,32,12,3,13,4
2,6c47cc97111146396d2daf1a97051135d2eaf69e,1198,0,true,1,7,1,566,13,579,553,24,7,2
2,6d09e57be72cd76b42741c3cba59e9d25f6738a7,976,2,true,1,2,1,8,0,8,8,2,14,2
2,6f2401ac400d3254865e469ccea3e2d3384b7e01,1131,23,false,1,1,1,16,3,19,13,2,20,1
2,6fdf1138ca092073c0a5c57fc2f5e8c2589addd9,1177,14,true,1,2,1,2,4,6,-2,2,11,2
2,6ff87cc20d5b728ebe6be2d6f4a2cb0092f6abf6,866,6,false,1,1,1,10,2,12,8,3,9,5
2,7041a9238e5087efa5fb0fa3d8a5d0721eb5f610,1078,11,false,2,2,1,212,43,255,169,10,20,6
2,7231be592aa65ac1e91d0a319761f7e3df2225e9,1020,16,false,1,2,1,18,4,22,14,4,12,3
2,751943ed00e864f1104806c7e03a1207797cf1b6,3645,11,true,1,1,1,17,10,27,7,3,19,5
2,76043bc8c8283f3ca4ef45e7c2f667598719dd71,1171,2,false,9,24,1,251,256,507,-5,52,8,3
2,76355a28b04423662f97c56834ba2e2fd1e2eb9e,1156,0,false,2,2,1,170,3,173,167,6,12,4
2,77054d7ecbaec09f52afb03823ad24b555946a10,1014,0,false,1,1,1,2,0,2,2,1,7,5
2,77b4ec7e1bc0b8c6111728cc074226dd9cfe1b73,1013,3,true,1,5,2,18,7,25,11,5,15,2
2,7903697c36bbd79e729695e3ca35e24f7674a5bb,3553,0,false,1,1,1,2,3,5,-1,3,15,3
2,795507aa7bd091914bde8b48f739b0e186387543,0,33,false,1,3,1,5,2,7,3,4,16,6
2,7966c426366f536c8b383baa78fed5e6c7925487,1126,27,true,1,1,1,3,3,6,0,1,13,5
2,7d9388a3cc90b322eb1e9ea048a16e31beaad387,961,20,false,1,1,1,9,0,9,9,2,20,4
2,7dddbbb2bdc1a2ab5648e7d4b4b24d6f328eac6a,1015,0,false,1,1,1,16,9,25,7,9,10,5
2,7f86550ef83316352d0d52c0f31836c7b3fb1506,849,3,true,1,1,1,4,2,6,2,1,10,7
2,7fe10fe6354af68db42afbed6e5cff2464b9fbb2,1097,3,false,3,13,1,400,124,524,276,45,8,6
2,800853049814e751d9194bcb7d1a5947a870215a,3729,12,true,1,1,1,22,0,22,22,4,17,6
2,80d30c3dd81a4409a3abaf04d7bff0525d4ad166,932,0,false,5,7,1,12,10,22,2,8,7,2
